Compound,Label,struct_file_path,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,maximum_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,maximum_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,mean_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,minimum_NdValence,range_NdValence,mean_NdValence,avg_dev_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,maximum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,avg_dev_NsUnfilled,mode_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,maximum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
WO3,1,../data/Structures/Insulators/WO3_CollCode_1620.cif,36,78,13.5,183.84,167.8406,57.95955,62.940225,3695,3640.2,964.85,1365.075,10,13.5,3.75,16,6,4,3,1.5,162,96,90,36,66,2.36,3.44,1.08,3.17,0.405,3.44,0,2,4,3,1.5,4,0,4,1,1.5,14,5.25,6,20,14,9.5,5.25,6,0,0,0,2,2,1.5,0.75,2,6,2.25,0,0,2,4,3,1.5,2,9.105,6.945,10.84125,2.604375,9.105,0,0,0,229,66.25,81.375,12,-2,6,8,5.656854249,-67.59644788,0.115471425,1.090802342,0.765929229,0.064575504,0.134806298,0.070230794,0.113862662,0.022553989,0.230391229,0.235324733,1,0,3.771301648,2.2120492,1.712315094,1.928681276,3.534934219,2.547955531,2.821072245,-61.78429957,28.41264734,122.01,53.42178249,10.25007099,13.18514257
Y2Ir2O7,1,../data/Structures/Insulators/Y2Ir2O7_CollCode_187534.cif,75,68.45454545,23.60330579,192.217,176.2176,61.29468182,57.6485405,2739,2684.2,859.9636364,1024.753719,13,12.36363636,4.628099174,16,6,4,3.272727273,1.619834711,190,124,102.1818182,46.04958678,66,1.22,3.44,2.22,2.810909091,0.800661157,3.44,0,2,4,2.545454545,1.851239669,4,0,7,1.454545455,2.016528926,14,4.165289256,3,23,20,8.545454545,5.256198347,6,0,0,0,2,2,1.272727273,0.925619835,2,9,2.776859504,0,0,2,7,3.454545455,2.016528926,2,9.105,23.26,14.26227273,6.582809917,9.105,0,0,0,225,83.81818182,91.40495868,12,-2,4,6,3.661454629,-39.97853571,0.066907559,1.07626698,0.830018534,7.46179E-17,0.178101956,0.178101956,0.092129467,0.049610142,0.122781302,0.280864291,1,0,3.572939855,1.983836484,1.983836484,1.983836484,3.006414511,2.589189172,2.823650256,-44.28980773,24.02917483,57,12.96980342,13.34968023,11.72814765
Y3Fe5O12,1,../data/Structures/Insulators/Y3Fe5O12_CollCode_88504.cif,75,67.75,23.1,88.90585,72.90645,36.8967675,25.076841,1811,1756.2,755.48,840.816,13,12.05,4.74,16,5,3,2.95,1.14,190,124,101.1,42.12,66,1.22,3.44,2.22,2.7045,0.8826,3.44,0,2,4,2.4,1.92,4,0,6,1.65,2.175,0,0,3,8,5,6.05,0.975,6,0,0,0,2,2,1.2,0.96,2,9,2.82,0,0,2,7,3.55,1.86,2,9.105,23.26,13.00025,5.809425,9.105,0,0,0.79149855,229,93.55,97.86,12,-2,3,5,3.287979746,-34.23818302,0.064629714,1.04738322,0.864330463,1.10075E-16,0.162225334,0.162225334,0.123354995,0.05652664,0.092397027,0.074151817,1,0,3.568184568,2.017208947,1.864395594,1.940802271,3.580674865,2.691150732,3.040311617,-34.39520992,23.61289869,54.91,20.22343241,12.22686086,11.83671916
YFeO3,1,../data/Structures/Insulators/YFeO3_CollCode_230817.cif,75,65.6,25.68,88.90585,72.90645,38.54981,27.060492,1811,1756.2,754.88,840.096,13,11.8,5.04,16,5,3,3,1.2,190,124,104,45.6,66,1.22,3.44,2.22,2.674,0.9192,3.44,0,2,4,2.4,1.92,4,0,6,1.4,1.84,0,0,3,8,5,5.8,1.12,6,0,0,0,2,2,1.2,0.96,2,9,3.12,0,0,2,7,3.8,2.16,2,9.105,23.26,14.082,7.3132,9.105,0,0,0.675412096,229,91.8,95.76,12,-2,3,5,3.273268354,-33.72707458,0.060268375,1.049322921,0.849329063,0.017991405,0.165554547,0.147563142,0.110641661,0.043645275,0.106649519,0.117806302,1,0,3.824210512,2.061825265,1.99626463,2.0186567,3.187401674,2.785248612,2.883706456,-35.67700414,23.8410068,54.91,20.49360844,14.0229117,11.2286109
YVO3,1,../data/Structures/Insulators/YVO3_CollCode_95577.cif,75,63.8,27.84,88.90585,72.90645,37.56911,25.883652,2183,2128.2,829.28,929.376,13,11.2,5.76,16,5,3,3,1.2,190,124,108.2,50.64,66,1.22,3.44,2.22,2.634,0.9672,3.44,0,2,4,2.4,1.92,4,0,3,0.8,0.96,0,0,3,6,3,5.2,0.96,6,0,0,0,2,2,1.2,0.96,2,9,3.84,0,0,2,7,4.4,2.88,2,9.105,23.26,14.538,7.1308,9.105,0,0,0,229,91.8,95.76,12,-2,3,5,3.273268354,-33.72246745,0.061141542,1.046225583,0.847146145,0.017820097,0.159695504,0.141875407,0.10325408,0.045858426,0.10948294,0.075968612,1,0,3.809960647,2.043267124,1.990500393,2.008211278,3.14961878,2.76738542,2.877629604,-35.82674726,23.39353616,46.709,13.61842527,15.02798144,11.14325969
Yb2O3,1,../data/Structures/Insulators/Yb2O3_CollCode_39179.cif,48,67.8,23.04,173.054,157.0546,78.82124,75.386208,1092,1037.2,469.68,497.856,13,10.8,6.24,16,6,4,3.6,1.92,187,121,114.4,58.08,66,1.26,3.44,2.18,2.568,1.0464,3.44,0,2,4,2.4,1.92,4,0,0,0,0,14,6.72,6,16,10,10,4.8,6,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,2,1.2,0.96,2,9.105,25.015,19.111,12.0072,9.105,0,0,0,225,97.2,102.24,12,-2,3,5,3.535533906,-32.19371762,0.069885277,1.058237731,0.912131898,0.000285415,0.165842576,0.165557161,0.104517041,0.073590642,0.119637382,0.146833415,1,0,3.703975959,2.296466867,2.200146748,2.246729287,3.853620791,2.871178353,3.28319708,-31.29645578,22.28583066,43.61,14.66938027,14.40930932,14.19180798
YbO,1,../data/Structures/Insulators/YbO_CollCode_77710.cif,48,63,24,173.054,157.0546,94.5267,78.5273,1092,1037.2,573.4,518.6,13,9.5,6.5,3,6,4,4,2,187,121,126.5,60.5,66,1.26,3.44,2.18,2.35,1.09,1.26,0,2,4,2,2,0,0,0,0,0,14,7,6,16,10,11,5,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,25.015,21.6125,12.5075,9.105,0,0,0,225,118.5,106.5,12,-2,2,4,2.828427125,-20.63923094,1.249E-16,1,1,0,2.12468E-16,2.12468E-16,1.40381E-16,7.01904E-17,9.18805E-17,0.219499322,1,0,3.448559772,2.4385,2.4385,2.4385,3.448559772,3.448559772,3.448559772,-20.63917212,20.63917212,25.053,8.698260289,15.48321715,14.50000927
ZnO,1,../data/Structures/Insulators/ZnO_Wurtzite_CollCode_34477.cif,18,78,9,65.38,49.3806,40.6897,24.6903,692.68,637.88,373.74,318.94,4,14,2,12,4,2,3,1,122,56,94,28,66,1.65,3.44,1.79,2.545,0.895,1.65,0,2,4,2,2,0,0,10,5,5,0,0,6,12,6,9,3,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,9.105,4.855,11.5325,2.4275,9.105,0,0,0,194,103,91,12,-2,2,4,2.828427125,-23.88248621,1.11022E-16,1,1,0.142289408,0.142289408,1.11022E-16,0.142289408,2.77556E-17,1.11549E-16,0.056090275,1,0,3.212659114,1.991366,1.976291014,1.983828507,3.212659114,3.212659114,3.212659114,-23.88214309,23.88214309,39.7233,17.27675068,14.83056467,11.94335914
ZnS,1,../data/Structures/Insulators/ZnS_CollCode_67453.cif,19,78.5,9.5,65.38,33.315,48.7225,16.6575,692.68,304.32,540.52,152.16,4,14,2,12,4,1,3.5,0.5,122,17,113.5,8.5,105,1.65,2.58,0.93,2.115,0.465,1.65,0,2,4,2,2,0,0,10,5,5,0,0,6,12,6,9,3,6,0,0,0,2,2,1,1,0,0,0,0,0,0,2,1,1,0,13.96,11.826875,19.8734375,5.9134375,13.96,1.101,0,0,194,132,62,70,-2,2,4,2.828427125,-20.17233368,5.55112E-17,1,1,0.146139972,0.146139972,5.55112E-17,0.146139972,2.77556E-17,1.3452E-16,0.024975306,1,0,3.830157031,2.34651036,2.34209657,2.344303465,3.830157031,3.830157031,3.830157031,-20.17189211,20.17189211,39.7233,17.9993644,20.96297804,19.80769624
BaVS3,2,../data/Structures/MIT_materials/HighT/BaVS3_HT_CollCode_8193.cif,79,63.8,29.04,137.327,105.262,56.8927,32.17372,2183,1794.64,869.616,577.5072,14,11,6,16,6,3,3.8,0.96,215,110,136.6,37.92,105,0.89,2.58,1.69,2.052,0.6336,2.58,0,2,4,2.4,1.92,4,0,3,0.6,0.96,0,0,2,6,4,5,1.2,6,0,0,0,2,2,1.2,0.96,2,7,2.24,0,0,0,7,2.6,1.76,2,13.01,50.58,30.792125,13.11915,25.786875,1.05696,2.202,0,229,133.6,76.32,70,-2,4,6,3.380617019,-27.69137071,0.082231986,1.108302602,0.794420035,0.007777951,0.111801804,0.104023853,0.073005306,0.046555798,0.157554603,0.160543969,1,0,2.8084,2.396987462,2.396987462,2.396987462,3.414803335,3.351284,3.383043667,-30.7621344,19.80217525,65.28165,13.44529991,2.573898856,21.94021942
Ca1.2La2.8Mn4O12,2,../data/Structures/MIT_materials/HighT/La0.7Ca0.3MnO3_CollCode_88398.cif,80,64.84,26.592,138.90547,122.90607,42.4386948,32.01043714,1519,1464.2,570.6,618.96,14,11.54,5.352,16,6,4,3.08,1.296,207,141,106.94,49.128,66,1,3.44,2.44,2.588,1.0224,3.44,0,2,4,2.4,1.92,4,0,5,1.14,1.544,0,0,2,7,5,5.54,1.136,6,0,0,0,2,2,1.2,0.96,2,9,2.9832,0,0,0,9,3.46,2.1672,2,9.105,28.665,14.99236724,8.866753103,9.105,0,0,9.92386E-05,225,91.26,95.112,12,-2,3.3,5.3,3.246143556,-33.94902317,0.078533647,1.087712541,0.803665882,0.001637795,0.13205452,0.130416725,0.090919536,0.045638896,0.138827056,0.129472529,0,1,3.866921036,1.964042048,1.959829543,1.962424077,3.516261341,2.747250199,2.906344385,-39.88811413,22.93407321,57.57,14.91559756,8.843086199,11.57609229
Ca2RuO4,2,../data/Structures/MIT_materials/HighT/Ca2RuO4_HT_CollCode_94244.cif,80,59.71428571,31.18367347,101.07,85.0706,35.03194286,21.75147755,2607,2552.2,722.3142857,762.8734694,14,10.85714286,5.87755102,16,5,3,3,1.142857143,176,110,108.8571429,48.97959184,66,1,3.44,2.44,2.565714286,0.999183673,3.44,0.244897959,2,4,2.285714286,1.959183673,4,0,7,1,1.714285714,0,0,2,8,6,5.142857143,1.795918367,6,0.244897959,0,0,2,2,1.142857143,0.979591837,2,3,0.734693878,0,0,0,4,1.714285714,0.979591837,2,9.105,28.665,17.92428571,11.34040816,9.105,0,0,0,225,98.85714286,99.26530612,12,-2,4,6,3.16227766,-31.99623454,0.054695691,1.055328177,0.80856508,0.024927277,0.136614022,0.111686745,0.104684527,0.030458433,0.156961509,0.216198949,1,0,3.78701805,2.041697455,1.948862531,1.980033243,3.506329444,2.742125259,2.953707733,-43.71029665,25.63873469,59,10.19762837,9.365786937,12.56283022
Ca4Mn3O10,2,../data/Structures/MIT_materials/HighT/Ca4Mn3O10_CollCode_86648.cif,80,62,29.41176471,54.938045,38.938645,28.53647853,14.74950415,1519,1464.2,562.6470588,597.467128,14,11.11764706,5.743944637,16,4,2,2.823529412,0.968858131,176,110,104.7647059,45.60553633,66,1,3.44,2.44,2.532352941,1.067820069,3.44,0,2,4,2.352941176,1.937716263,4,0,5,0.882352941,1.453287197,0,0,2,7,5,5.235294118,1.522491349,6,0,0,0,2,2,1.176470588,0.968858131,2,5,1.453287197,0,0,0,5,2.058823529,1.038062284,2,9.105,28.665,16.09369168,10.20061568,9.105,0,0,9.01389E-05,225,98.29411765,101.5224913,12,-2,7,9,3.435112807,-35.25051486,0.058332276,1.075984999,0.786076024,0.010542551,0.161647855,0.151105304,0.120967622,0.026510187,0.121564457,0.588032539,1,0,3.717532205,2.419179885,1.845203646,1.964896559,3.18857241,2.335535199,2.758927983,-41.98176403,27.10913153,72.41,17.32655676,2.841627625,10.97102433
CaFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/CaCu3Fe4O12_CollCode_259139.cif,80,73.15,16.62,63.546,47.5466,32.30444,19.566048,1811,1756.2,654.4955,719.6346,14,12.95,3.66,16,4,2,2.8,0.96,176,110,94.6,34.32,66,1,3.44,2.44,2.765,0.81,3.44,0.255,2,4,2.4,1.92,4,0,10,2.7,3.51,0,0,2,11,9,6.95,1.635,6,0.255,0,0,2,2,1.2,0.96,2,4,1.28,0,0,0,4,2.15,0.74,2,9.105,28.665,11.158,2.6612,9.105,0,0,0.675412096,229,98,103.2,12,-2,4,6,3.336230625,-38.07643111,0.064622593,1.142764831,0.85829936,0.003970373,0.185453368,0.181482996,0.128025542,0.061974199,0.1054259,0.171899341,1,0,3.64846,2.74263045,1.902409064,2.322519757,2.797639128,2.578731528,2.741580504,-26.8530692,25.09539172,36.841,12.6018352,17.74524308,9.713120203
CaFeO3,2,../data/Structures/MIT_materials/HighT/CaFeO3_HT_CollCode_92330.cif,80,64.6,26.88,55.845,39.8456,28.78424,15.341808,1811,1756.2,618.08,675.936,14,11.6,5.28,16,4,2,2.8,0.96,176,110,101.2,42.24,66,1,3.44,2.44,2.63,0.972,3.44,0,2,4,2.4,1.92,4,0,6,1.2,1.92,0,0,2,8,6,5.6,1.44,6,0,0,0,2,2,1.2,0.96,2,4,1.28,0,0,0,4,2,0.8,2,9.105,28.665,15.163,9.0428,9.105,0,0,0.675412096,229,98,103.2,12,-2,4,6,3.380617019,-37.50379807,0.07714175,1.082298616,0.807145626,0.003656882,0.135617092,0.13196021,0.091336155,0.045321504,0.136566019,0.14843155,1,0,3.770678973,1.922128129,1.912193118,1.918708025,3.33072636,2.667663111,2.831353564,-46.1661385,24.61444765,75,16.27115196,0.654902384,10.73039811
Cd2Os2O7,2,../data/Structures/MIT_materials/HighT/Cd2Os2O7_RoomT_CollCode_155773.cif,30,78.45454545,10.87603306,190.23,174.2306,65.20707273,62.62794711,3306,3251.2,744.0036364,931.6350413,8,13.81818182,2.776859504,16,6,4,3.272727273,1.619834711,144,78,94.36363636,36.09917355,66,1.69,3.44,1.75,2.896363636,0.691900826,3.44,0,2,4,2.545454545,1.851239669,4,0,10,2.909090909,3.702479339,14,4.165289256,6,22,16,10,5.090909091,6,0,0,0,2,2,1.272727273,0.925619835,2,4,1.190082645,0,0,0,4,2,0.727272727,2,9.105,10.39,11.90045455,3.55785124,9.105,0,0,0,194,78.18181818,84.23140496,12,-2,8,10,4.163331999,-44.34661328,0.072334477,1.076554738,0.801080189,7.65251E-17,0.197988347,0.197988347,0.094597119,0.044021204,0.142507645,0.205911495,1,0,3.595860721,1.934394708,1.934394708,1.934394708,3.638845166,2.66215454,3.045249379,-51.8595579,27.01941651,70.1,11.09549284,8.724150244,11.95531143
Cu(IrS2)2,2,../data/Structures/MIT_materials/HighT/CuIr2S4_HT_CollCode_75531.cif,28,76.57142857,13.06122449,192.217,160.152,82.32,62.79828571,2739,2350.64,1198.458571,925.8269388,7,13.28571429,3.102040816,16,6,3,4,1.142857143,141,36,119.1428571,16.16326531,105,1.9,2.58,0.68,2.374285714,0.235102041,2.58,0.244897959,2,4,2.285714286,1.959183673,4,0,10,3.428571429,3.918367347,14,5.714285714,6,23,17,11.57142857,6.530612245,6,0.244897959,0,0,2,2,1.142857143,0.979591837,2,3,1.224489796,0,0,1,2,2.142857143,0.489795918,2,11.07,14.716875,20.37678571,6.182959184,25.786875,1.078530612,2.202,0,225,136.4285714,75.91836735,70,-2,4,6,3.130495168,-27.58279874,0.057467308,1.050283894,0.907392959,9.37896E-17,0.189751298,0.189751298,0.133771084,0.07644062,0.122161619,2.103966192,1,0,3.481581659,2.367475528,2.367475528,2.367475528,3.760108191,3.203055126,3.484364699,-28.508956,21.33578333,40,7.864049328,20.48844293,17.05205445
DyCoO3,2,../data/Structures/MIT_materials/HighT/DyCoO3_CollCode_172047.cif,56,70,20.4,162.5,146.5006,53.886279,45.4642548,1768,1713.2,723.48,802.416,13,12,4.8,16,6,4,3.2,1.44,192,126,103.2,44.64,66,1.22,3.44,2.22,2.684,0.9072,3.44,0,2,4,2.4,1.92,4,0,7,1.4,2.24,10,3.2,6,12,6,7.8,2.16,6,0,0,0,2,2,1.2,0.96,2,3,0.96,4,1.28,2,2,2.6,0.72,2,9.105,22.135,13.76,6.992,9.105,0,0,0.495510784,194,84.8,87.36,12,-2,3,5,3.273268354,-34.57929836,0.067630908,1.042936991,0.83092273,0.008725278,0.153183855,0.144458577,0.098627637,0.04578559,0.121079909,0.144609207,1,0,3.720071517,1.942134961,1.914841742,1.932708822,3.157014599,2.707269026,2.795227339,-37.52983993,23.89576433,51.27,13.89920076,12.76428675,10.34501822
DyFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/DyCu3Fe4O12_HT_CollCode_237419.cif,56,74.35,15.18,162.5,146.5006,38.42554,26.911368,1811,1756.2,682.9955,753.8346,13,13,3.6,16,6,4,2.9,1.08,192,126,95.4,35.28,66,1.22,3.44,2.22,2.776,0.7968,3.44,0.255,2,4,2.4,1.92,4,0,10,2.7,3.51,10,0.95,6,12,6,7.45,1.74,6,0.255,0,0,2,2,1.2,0.96,2,4,1.28,4,0.38,1,3,2.35,0.825,2,9.105,22.135,10.8315,2.1124,9.105,0,0,0.675412096,229,96.45,101.34,12,-2,3,5,3.230291412,-35.58173478,0.061260835,1.11922634,0.853679412,0.000935587,0.184734109,0.183798522,0.125817115,0.06241347,0.098796186,0.359702903,1,0,3.657205,2.784396929,1.938136195,2.361266562,2.906746534,2.564432146,2.747438384,-33.78772166,24.35901426,57.38,16.60166261,7.49664613,9.78313193
DyNiO3,2,../data/Structures/MIT_materials/HighT/DyNiO3_553K_CollCode_162114.cif,56,70.6,19.68,162.5,146.5006,53.83832,45.406704,1728,1673.2,715.48,792.816,13,12.2,4.56,16,6,4,3.2,1.44,192,126,102.8,44.16,66,1.22,3.44,2.22,2.69,0.9,3.44,0,2,4,2.4,1.92,4,0,8,1.6,2.56,10,3.2,6,12,6,8,2.4,6,0,0,0,2,2,1.2,0.96,2,2,0.64,4,1.28,2,2,2.4,0.64,2,9.105,22.135,13.775,6.986,9.105,0,0,0.190526304,225,91,94.8,12,-2,3,5,3.273268354,-34.1533324,0.066910926,1.047424315,0.843765403,0.011256663,0.156160234,0.144903571,0.100073987,0.048224422,0.119601212,0.219756193,1,0,3.775734846,1.993155787,1.934323194,1.962510362,3.606677789,2.726161385,2.929107154,-36.89595723,23.74425015,54.92,15.91926556,10.40502885,10.74821082
ErFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/ErCu3Fe4O12_HT_CollCode_237421.cif,52,74.55,14.94,167.259,151.2596,38.66349,27.196908,1811,1756.2,687.2455,758.9346,13,13,3.6,16,6,4,2.9,1.08,189,123,95.25,35.1,66,1.24,3.44,2.2,2.777,0.7956,3.44,0.255,2,4,2.4,1.92,4,0,10,2.7,3.51,12,1.14,6,14,8,7.55,1.86,6,0.255,0,0,2,2,1.2,0.96,2,4,1.28,2,0.19,1,3,2.25,0.7,2,9.105,21.48,10.79875,2.06,9.105,0,0,0.675412096,229,96.45,101.34,12,-2,3,5,3.230291412,-35.60644501,0.061165275,1.118727395,0.854643386,0.000904725,0.185981134,0.185076409,0.126083094,0.062561705,0.09802071,0.356527159,1,0,3.655205,2.786859462,1.933145557,2.36000251,2.903694852,2.552795172,2.746535538,-33.8551645,24.37717899,57.38,16.59950823,7.578987375,9.767090527
ErNiO3,2,../data/Structures/MIT_materials/HighT/ErNiO3_653K_CollCode_191795.cif,52,71.4,18.72,167.259,151.2596,54.79012,46.548864,1770,1715.2,732.48,813.216,13,12.2,4.56,16,6,4,3.2,1.44,189,123,102.2,43.44,66,1.24,3.44,2.2,2.694,0.8952,3.44,0,2,4,2.4,1.92,4,0,8,1.6,2.56,12,3.84,6,14,8,8.4,2.88,6,0,0,0,2,2,1.2,0.96,2,2,0.64,2,0.64,2,0,2,0,2,9.105,21.48,13.644,6.7764,9.105,0,0,0.190526304,225,91,94.8,12,-2,3,5,3.273268354,-34.26839057,0.064291621,1.0456126,0.839270949,0.018069411,0.158046734,0.139977322,0.100022178,0.044582039,0.115799629,0.230297469,1,0,3.76137093,1.996409232,1.93105448,1.961756851,3.526190562,2.734152741,2.912261081,-36.80690196,23.89647611,54.92,15.90470168,10.46538126,10.61833637
EuFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/EuCu3Fe4O12_HT_CollCode_237403.cif,62,74.05,15.54,151.964,135.9646,37.89874,26.279208,1811,1756.2,653.4955,718.4346,13,13,3.6,16,6,4,2.9,1.08,198,132,95.7,35.64,66,1.185,3.44,2.255,2.77425,0.7989,3.44,0.255,2,4,2.4,1.92,4,0,10,2.7,3.51,7,0.665,6,11,5,7.3,1.56,6,0.255,0,0,2,2,1.2,0.96,2,4,1.28,7,0.665,1,6,2.5,1.05,2,9.105,27.355,11.0925,2.53675,9.105,0,0,0.675412096,229,98.2,103.44,12,-2,3,5,3.230291412,-35.44992767,0.063193516,1.133439816,0.868252106,0.002712306,0.198945369,0.196233063,0.130329877,0.063731619,0.101002684,0.160571031,1,0,3.68653,2.822514167,1.883336005,2.352925086,2.828305816,2.487670444,2.777554001,-34.97357891,24.30730888,57.38,16.63298269,8.609178691,10.02035973
EuNiO3,2,../data/Structures/MIT_materials/HighT/EuNiO3_CollCode_88039.cif,62,69.4,21.12,151.964,135.9646,51.73112,42.878064,1728,1673.2,597.48,651.216,13,12.2,4.56,16,6,4,3.2,1.44,198,132,104,45.6,66,1.185,3.44,2.255,2.683,0.9084,3.44,0,2,4,2.4,1.92,4,0,8,1.6,2.56,7,2.24,6,10,4,7.4,1.68,6,0,0,0,2,2,1.2,0.96,2,2,0.64,7,2.24,2,5,3,1.6,2,9.105,27.355,14.819,8.6564,9.105,0,0,0.190526304,229,98,103.2,12,-2,3,5,3.273268354,-34.01318371,0.07053961,1.053429715,0.823650975,0.009365679,0.150583489,0.14121781,0.098665699,0.0448592,0.125566592,0.300669325,1,0,3.785324034,1.97149516,1.946452291,1.955233495,3.217923604,2.738738693,2.843460476,-37.26160695,23.36450399,54.92,15.92892672,10.36362466,10.89049869
Fe3O4,2,../data/Structures/MIT_materials/HighT/Fe3O4_HT_CollCode_26410.cif,32,73.28571429,15.67346939,55.845,39.8456,33.07608571,19.51621224,1811,1756.2,807.4571429,860.1795918,8,12.57142857,3.918367347,16,4,2,2.857142857,0.979591837,132,66,94.28571429,32.32653061,66,1.83,3.44,1.61,2.75,0.788571429,3.44,0,2,4,2.285714286,1.959183673,4,0,6,2.571428571,2.93877551,0,0,6,8,2,6.857142857,0.979591837,6,0,0,0,2,2,1.142857143,0.979591837,2,4,1.959183673,0,0,2,2,2.857142857,0.979591837,2,9.105,1.625,9.801428571,0.795918367,9.105,0,0,1.033794024,229,105,106.2857143,12,-2,3,5,3.082207001,-32.00055679,0.059039518,1.051659578,0.927280027,3.59607E-17,0.190278677,0.190278677,0.132373734,0.075642134,0.098565886,0.068499788,1,0,3.341809958,2.058216032,1.888617098,2.015816298,3.084098807,2.851426225,2.968332454,-24.60727718,24.63408329,54.91,19.95006257,3.736210024,10.56171366
Fe4Cu3BiO12,2,../data/Structures/MIT_materials/HighT/BiCu3Fe4O12_SD_1125255.cif,32,77.1,12.77,208.9804,192.981,40.74956,29.700192,1811,1756.2,625.9655,693.55515,8,13.6,3.02,16,6,4,2.9,1.08,148,82,93.2,32.64,66,1.83,3.44,1.61,2.816,0.7488,3.44,0.255,2,4,2.55,1.785,4,0,10,3.2,3.84,14,1.33,6,29,23,8.3,2.88,6,0.255,0,0,3,3,1.35,0.945,2,4,1.28,0,0,1,3,2.3,0.75,2,9.105,23.845,10.917,2.2492,9.105,0,0,0.675412096,229,87.35,97.955,12,-2,5,7,3.281650617,-35.19055843,0.067637486,1.174515508,0.873429484,0.010482722,0.193685645,0.183202923,0.132160522,0.060830734,0.11421343,0.090207271,1,0,3.7166,2.771450752,1.868904126,2.320177439,2.905569138,2.58972688,2.799509455,-36.07019124,24.07793966,57.38,16.66458521,9.390043873,10.26756506
FeBiO3,2,../data/Structures/MIT_materials/HighT/BiFeO3_R3ch_RoomT_CollCode_230683.cif,32,80.4,10.16,208.9804,192.981,62.56472,58.566272,1811,1756.2,503.96,538.992,8,14.2,2.48,16,6,4,3.2,1.44,148,82,95.6,35.52,66,1.83,3.44,1.61,2.834,0.7272,3.44,0,2,4,3,1.2,4,0,10,3.2,3.84,14,4.48,6,29,23,11,7.2,6,0,0,0,3,3,1.8,0.72,2,4,1.28,0,0,2,2,2.6,0.72,2,9.105,23.845,14.199,7.5004,9.105,0,0,0.675412096,229,55.4,69.44,12,-2,3,5,3.273268354,-33.00745771,0.07868142,1.084575936,0.803296451,0.108706441,0.135559363,0.026852922,0.126291636,0.011121272,0.14340993,0.316956417,1,0,3.975056635,2.250545863,1.793447615,2.021996739,3.528363858,2.678326394,2.977193987,-37.50935377,22.39508719,54.91,20.63649815,14.42112485,12.56021433
FeS,2,../data/Structures/MIT_materials/HighT/FeS_HT_CollCode_35008.cif,33,71.5,16.5,55.845,23.78,43.955,11.89,1811,1422.64,1099.68,711.32,8,12,4,8,4,1,3.5,0.5,132,27,118.5,13.5,105,1.83,2.58,0.75,2.205,0.375,1.83,0,2,4,2,2,0,0,6,3,3,0,0,6,8,2,7,1,6,0,0,0,2,2,1,1,0,4,2,0,0,2,2,3,1,2,10.73,15.056875,18.2584375,7.5284375,10.73,1.101,0,1.0553314,229,149.5,79.5,70,-2,2,4,2.828427125,-20.10842048,0.01493463,1.01493463,0.98506537,0.050839934,0.097242869,0.046402936,0.074041402,0.023201468,0.035416073,0.293393286,1,0,3.31012228,2.502008014,2.435535977,2.476739491,3.605173161,3.449336352,3.503519314,-19.92563882,20.28620272,30.651,10.10161327,22.92467132,15.14965854
